car_make,car_model,year,engine_size,horsepower,acceleration_time,price,mileage
Jaguar,F-Type,2015,3.0,394.0,4.73,36998,21000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,60998,28000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,4000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,47000.0
Nissan,370Z,2017,4.0,334.0,5.06,27998,43000.0
Nissan,370Z,2017,4.0,334.0,5.06,22998,92000.0
Dodge,Challenger,2018,5.0,395.0,5.1,24998,43000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,21998,49000.0
Audi,A5,2018,3.0,485.0,3.64,22998,65000.0
Audi,S3,2016,3.0,485.0,3.64,21998,87000.0
Mazda,MX-5,2021,2.0,181.0,6.5,23998,54000.0
Ford,Mustang,2020,2.0,310.0,5.3,36998,3000.0
Ford,Mustang,2017,2.0,310.0,5.3,19998,65000.0
Mazda,MX-5,2022,2.0,181.0,6.5,25998,24000.0
Dodge,Challenger,2019,5.0,395.0,5.1,24998,56000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,38000.0
Mazda,MX-5,2021,2.0,181.0,6.5,29998,6000.0
Mazda,MX-5,2022,2.0,181.0,6.5,27998,11000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,50998,27000.0
Mazda,MX-5,2016,2.0,181.0,6.5,18998,59000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,37000.0
Ford,Mustang,2020,2.0,310.0,5.3,26998,35000.0
Mercedes-Benz,SL63,2018,5.0,560.0,3.66,77998,14000.0
Mazda,MX-5,2017,2.0,181.0,6.5,24998,16000.0
Lexus,RC,2015,5.0,471.0,4.4,26998,69000.0
Audi,A5,2018,3.0,485.0,3.64,25998,27000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,23000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,69998,5000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,17000.0
Subaru,WRX,2023,2.0,310.0,5.0,30998,14000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,15000.0
Acura,TLX,2020,4.0,573.0,2.75,22998,35000.0
Mazda,MX-5,2019,2.0,181.0,6.5,24998,35000.0
Dodge,Challenger,2022,5.0,395.0,5.1,27998,26000.0
Dodge,Challenger,2018,5.0,395.0,5.1,24998,35000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,3000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,63998,6000.0
Mazda,MX-5,2013,2.0,181.0,6.5,20998,26000.0
Acura,TLX,2018,4.0,573.0,2.75,21998,44000.0
Jaguar,XE,2020,3.0,417.0,4.57,25998,18000.0
Ford,Mustang,2020,2.0,310.0,5.3,22998,59000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,4000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,70998,11000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,36998,41000.0
BMW,Z4,2023,3.0,465.0,3.9,47998,10000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,74998,9000.0
Mazda,MX-5,2021,2.0,181.0,6.5,24998,46000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,39000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,69998,3000.0
Mazda,MX-5,2014,2.0,181.0,6.5,14998,111000.0
Lexus,RC,2016,5.0,471.0,4.4,25998,109000.0
Mazda,MX-5,2020,2.0,181.0,6.5,22998,60000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,72998,15000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,18000.0
Mercedes-Benz,SLC300,2017,5.0,560.0,3.66,30998,17000.0
Dodge,Charger,2021,6.0,797.0,3.3,42998,24000.0
Ford,Mustang,2021,2.0,310.0,5.3,22998,63000.0
Nissan,370Z,2016,4.0,334.0,5.06,25998,32000.0
Dodge,Dart,2015,5.0,541.0,4.43,14998,56000.0
Ford,Mustang,2020,2.0,310.0,5.3,31998,31000.0
Mazda,MX-5,2019,2.0,181.0,6.5,24998,39000.0
Lexus,RC,2015,5.0,471.0,4.4,29998,33000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,34998,48000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,80998,5000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,56998,45000.0
BMW,Z4,2015,3.0,465.0,3.9,26998,65000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,77998,14000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,63998,3000.0
Dodge,Challenger,2018,5.0,395.0,5.1,26998,25000.0
Dodge,Challenger,2020,5.0,395.0,5.1,22998,57000.0
Toyota,Supra,2021,3.0,382.0,3.9,41998,10000.0
Dodge,Challenger,2020,5.0,395.0,5.1,24998,33000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,8000.0
Ford,Mustang,2019,2.0,310.0,5.3,32998,38000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,21998,79000.0
Audi,S3,2017,3.0,485.0,3.64,22998,83000.0
BMW,Z4,2016,3.0,465.0,3.9,34998,15000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,74998,11000.0
Mazda,MX-5,2018,2.0,181.0,6.5,20998,60000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,49000.0
BMW,M4,2015,3.0,479.0,3.99,39998,56000.0
Ford,Mustang,2024,2.0,310.0,5.3,50998,2000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,49998,22000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,34998,74000.0
Mazda,MX-5,2021,2.0,181.0,6.5,26998,38000.0
Mazda,MX-5,2023,2.0,181.0,6.5,31998,6000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,30998,48000.0
Mazda,MX-5,2014,2.0,181.0,6.5,18998,92000.0
Porsche,911,2020,3.0,379.0,4.0,91998,52000.0
Dodge,Challenger,2022,5.0,395.0,5.1,23998,50000.0
Audi,S5,2020,3.0,349.0,4.4,43998,31000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,6000.0
Mazda,MX-5,2021,2.0,181.0,6.5,24998,36000.0
Dodge,Charger,2021,6.0,797.0,3.3,45998,5000.0
Acura,TLX,2017,4.0,573.0,2.75,19998,93000.0
Dodge,Charger,2023,6.0,797.0,3.3,55998,5000.0
Dodge,Challenger,2016,5.0,395.0,5.1,18998,124000.0
Mazda,MX-5,2022,2.0,181.0,6.5,25998,14000.0
Dodge,Charger,2018,6.0,797.0,3.3,21998,66000.0
Dodge,Challenger,2020,5.0,395.0,5.1,23998,42000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,24998,62000.0
Mazda,MX-5,2016,2.0,181.0,6.5,20998,30000.0
Lexus,RC,2016,5.0,471.0,4.4,29998,72000.0
Mazda,MX-5,2017,2.0,181.0,6.5,20998,50000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,36998,26000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,66998,13000.0
Ford,Mustang,2019,2.0,310.0,5.3,22998,24000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,39998,52000.0
Mazda,MX-5,2016,2.0,181.0,6.5,18998,94000.0
Dodge,Challenger,2018,5.0,395.0,5.1,27998,25000.0
Dodge,Challenger,2020,5.0,395.0,5.1,25998,36000.0
Mazda,MX-5,2019,2.0,181.0,6.5,23998,51000.0
Ford,Mustang,2021,2.0,310.0,5.3,24998,57000.0
Acura,TLX,2015,4.0,573.0,2.75,19998,81000.0
Ford,Mustang,2018,2.0,310.0,5.3,54998,18000.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,28998,33000.0
Mazda,MX-5,2020,2.0,181.0,6.5,28998,8000.0
Mazda,MX-5,2020,2.0,181.0,6.5,28998,17000.0
Ford,Mustang,2022,2.0,310.0,5.3,23998,60000.0
Mazda,MX-5,2020,2.0,181.0,6.5,26998,19000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,71998,12000.0
Mercedes-Benz,SLK300,2016,5.0,560.0,3.66,23998,43000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,35998,27000.0
Mazda,MX-5,2019,2.0,181.0,6.5,26998,35000.0
Dodge,Challenger,2017,5.0,395.0,5.1,22998,49000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,60000.0
Audi,A5,2018,3.0,485.0,3.64,27998,36000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,60000.0
BMW,Z4,2020,3.0,465.0,3.9,34998,32000.0
Ford,Mustang,2016,2.0,310.0,5.3,18998,81000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,67998,11000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,58000.0
BMW,M2,2020,3.0,405.0,4.06,48998,50000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,34000.0
Chevrolet,Camaro,2013,6.0,455.0,4.0,15998,79000.0
BMW,M240,2020,3.0,465.0,3.9,32998,40000.0
Lexus,RC,2016,5.0,471.0,4.4,30998,23000.0
Dodge,Challenger,2019,5.0,395.0,5.1,29998,37000.0
Nissan,370Z,2019,4.0,334.0,5.06,32998,22000.0
Mazda,MX-5,2020,2.0,181.0,6.5,23998,27000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,30998,46000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,48998,2000.0
Dodge,Challenger,2019,5.0,395.0,5.1,22998,88000.0
Dodge,Charger,2021,6.0,797.0,3.3,41998,29000.0
Mazda,MX-5,2020,2.0,181.0,6.5,27998,11000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,47000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,22998,65000.0
Dodge,Challenger,2018,5.0,395.0,5.1,20998,96000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,8000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,32000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,58000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,30000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,57000.0
Mazda,MX-5,2014,2.0,181.0,6.5,20998,39000.0
Jaguar,XE,2018,3.0,417.0,4.57,18998,64000.0
Ford,Mustang,2016,2.0,310.0,5.3,19998,74000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,56000.0
Dodge,Challenger,2018,5.0,395.0,5.1,28998,5000.0
Dodge,Challenger,2022,5.0,395.0,5.1,27998,21000.0
Dodge,Challenger,2019,5.0,395.0,5.1,25998,37000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,65998,8000.0
Mazda,MX-5,2014,2.0,181.0,6.5,16998,94000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,41000.0
Dodge,Charger,2021,6.0,797.0,3.3,38998,46000.0
Dodge,Challenger,2018,5.0,395.0,5.1,22998,69000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,42998,25000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,25000.0
Ford,Mustang,2020,2.0,310.0,5.3,26998,30000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,7000.0
Nissan,Z,2023,4.0,349.0,4.89,46998,4000.0
Ford,Mustang,2024,2.0,310.0,5.3,33998,12000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,12000.0
Dodge,Challenger,2015,5.0,395.0,5.1,26998,9000.0
Acura,TLX,2017,4.0,573.0,2.75,19998,89000.0
BMW,Z4,2020,3.0,465.0,3.9,36998,17000.0
Mazda,MX-5,2023,2.0,181.0,6.5,26998,25000.0
Jaguar,XKR,2014,3.0,417.0,4.57,36998,25000.0
Mazda,MX-5,2022,2.0,181.0,6.5,27998,14000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,17998,78000.0
Ford,Mustang,2020,2.0,310.0,5.3,38998,29000.0
Ford,Mustang,2024,2.0,310.0,5.3,48998,4000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,64000.0
Jaguar,F-Type,2020,3.0,394.0,4.73,64998,12000.0
Ford,Mustang,2020,2.0,310.0,5.3,36998,22000.0
Ford,Mustang,2022,2.0,310.0,5.3,23998,55000.0
BMW,Z4,2020,3.0,465.0,3.9,39998,8000.0
Jaguar,F-Type,2021,3.0,394.0,4.73,40998,35000.0
Dodge,Challenger,2019,5.0,395.0,5.1,29998,37000.0
Dodge,Dart,2015,5.0,541.0,4.43,11599,110000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,42998,23000.0
Acura,TLX,2018,4.0,573.0,2.75,24998,44000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,76998,9000.0
Ford,Mustang,2023,2.0,310.0,5.3,27998,45000.0
Chevrolet,Camaro,2023,6.0,455.0,4.0,72998,3000.0
Mercedes-Benz,SLC43,2020,5.0,560.0,3.66,44998,22000.0
Dodge,Charger,2021,6.0,797.0,3.3,39998,31000.0
Dodge,Challenger,2015,5.0,395.0,5.1,20998,80000.0
Jaguar,F-Type,2014,3.0,394.0,4.73,30998,17000.0
Porsche,718,2024,3.0,392.0,4.42,66998,13000.0
Ford,Mustang,2020,2.0,310.0,5.3,27998,29000.0
Ford,Mustang,2023,2.0,310.0,5.3,27998,40000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,81998,2000.0
Porsche,Panamera,2018,3.0,325.0,5.29,55998,35000.0
Ford,Mustang,2022,2.0,310.0,5.3,26998,40000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,63998,12000.0
Nissan,370Z,2013,4.0,334.0,5.06,23998,61000.0
Jaguar,F-Type,2019,3.0,394.0,4.73,41998,14000.0
Ford,Mustang,2023,2.0,310.0,5.3,29998,11000.0
BMW,230,2017,3.0,465.0,3.9,18998,69000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,48998,20000.0
Jaguar,F-Type,2021,3.0,394.0,4.73,38998,33000.0
Jaguar,XE,2017,3.0,417.0,4.57,19998,35000.0
Ford,Mustang,2024,2.0,310.0,5.3,47998,16000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,42998,31000.0
Porsche,718,2017,3.0,392.0,4.42,47998,43000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,64998,18000.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,39998,22000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,27000.0
Ford,Mustang,2024,2.0,310.0,5.3,47998,10000.0
Toyota,86,2019,3.0,382.0,3.9,28998,10000.0
Ford,Mustang,2019,2.0,310.0,5.3,42998,16000.0
Audi,e-tron,2023,3.0,485.0,3.64,68998,14000.0
Dodge,Challenger,2019,5.0,395.0,5.1,25998,37000.0
Acura,TLX,2018,4.0,573.0,2.75,17998,104000.0
Ford,Mustang,2021,2.0,310.0,5.3,24998,40000.0
Audi,TT,2019,3.0,485.0,3.64,32998,37000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,12000.0
Mazda,MX-5,2020,2.0,181.0,6.5,26998,41000.0
Acura,TLX,2015,4.0,573.0,2.75,17998,86000.0
Subaru,WRX,2023,2.0,310.0,5.0,28998,18000.0
Dodge,Charger,2023,6.0,797.0,3.3,27998,2000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,114000.0
Mazda,MX-5,2016,2.0,181.0,6.5,21998,20000.0
Acura,TLX,2016,4.0,573.0,2.75,17998,110000.0
Porsche,Panamera,2019,3.0,325.0,5.29,65998,26000.0
Nissan,370Z,2017,4.0,334.0,5.06,24998,53000.0
Jaguar,F-Type,2015,3.0,394.0,4.73,42998,39000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,3000.0
BMW,Z4,2022,3.0,465.0,3.9,44998,14000.0
Toyota,86,2017,3.0,382.0,3.9,23998,67000.0
Dodge,Challenger,2017,5.0,395.0,5.1,19998,102000.0
Ford,Mustang,2020,2.0,310.0,5.3,32998,35000.0
Mazda,MX-5,2015,2.0,181.0,6.5,19998,56000.0
Mazda,MX-5,2016,2.0,181.0,6.5,20998,41000.0
Ford,Mustang,2023,2.0,310.0,5.3,26998,41000.0
Mazda,MX-5,2016,2.0,181.0,6.5,18998,76000.0
Ford,Mustang,2023,2.0,310.0,5.3,38998,14000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,31998,72000.0
Audi,S4,2019,3.0,485.0,3.64,32998,43000.0
BMW,Z4,2015,3.0,465.0,3.9,24998,32000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,70998,2000.0
Toyota,Supra,2023,3.0,382.0,3.9,52998,41000.0
Mazda,MX-5,2016,2.0,181.0,6.5,21998,8000.0
Mazda,MX-5,2016,2.0,181.0,6.5,23998,7000.0
Dodge,Challenger,2015,5.0,395.0,5.1,19998,85000.0
Dodge,Charger,2021,6.0,797.0,3.3,40998,33000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,51998,12000.0
Mazda,MX-5,2015,2.0,181.0,6.5,17998,61000.0
Toyota,Supra,2024,3.0,382.0,3.9,63998,3000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,52000.0
Porsche,718,2022,3.0,392.0,4.42,60998,28000.0
Ford,Mustang,2020,2.0,310.0,5.3,19998,94000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,25998,46000.0
Dodge,Challenger,2022,5.0,395.0,5.1,27998,27000.0
Ford,Mustang,2021,2.0,310.0,5.3,23998,74000.0
Audi,RS5,2018,3.0,444.0,3.67,49998,36000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,80998,6000.0
BMW,Z4,2020,3.0,465.0,3.9,34998,30000.0
Ford,Mustang,2024,2.0,310.0,5.3,32998,4000.0
Mercedes-Benz,SLK250,2014,5.0,560.0,3.66,22998,35000.0
Mercedes-Benz,SL400,2015,5.0,560.0,3.66,31998,37000.0
Acura,TLX,2020,4.0,573.0,2.75,24998,48000.0
Lexus,RC,2015,5.0,471.0,4.4,28998,47000.0
Dodge,Challenger,2019,5.0,395.0,5.1,30998,45000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,22998,51000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,59000.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,29998,28000.0
Mercedes-Benz,SLK250,2015,5.0,560.0,3.66,23998,38000.0
Mazda,MX-5,2020,2.0,181.0,6.5,25998,10000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,43998,59000.0
BMW,230,2020,3.0,465.0,3.9,24998,30000.0
Dodge,Challenger,2019,5.0,395.0,5.1,26998,56000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,54000.0
Ford,Mustang,2016,2.0,310.0,5.3,27998,35000.0
Lexus,LC,2019,5.0,471.0,4.4,69998,29000.0
BMW,Z4,2020,3.0,465.0,3.9,33998,18000.0
Dodge,Challenger,2019,5.0,395.0,5.1,26998,31000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,46998,23000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,74998,5000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,32000.0
BMW,M4,2018,3.0,479.0,3.99,48998,43000.0
Porsche,Panamera,2017,3.0,325.0,5.29,52998,30000.0
Audi,RS5,2019,3.0,444.0,3.67,48998,25000.0
Ford,Mustang,2024,2.0,310.0,5.3,32998,9000.0
Lexus,LC,2020,5.0,471.0,4.4,63998,59000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,123000.0
Ford,Mustang,2020,2.0,310.0,5.3,76998,18000.0
Ford,Mustang,2022,2.0,310.0,5.3,34998,8000.0
Toyota,Supra,2021,3.0,382.0,3.9,48998,43000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,61998,5000.0
Subaru,WRX,2023,2.0,310.0,5.0,32998,9000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,33998,72000.0
Ford,Mustang,2024,2.0,310.0,5.3,43998,8000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,70000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,55998,25000.0
Dodge,Challenger,2020,5.0,395.0,5.1,26998,32000.0
BMW,M240,2019,3.0,465.0,3.9,32998,30000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,82998,1000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,23998,75000.0
Dodge,Challenger,2014,5.0,395.0,5.1,18998,102000.0
Mazda,MX-5,2022,2.0,181.0,6.5,28998,3000.0
Ford,Mustang,2015,2.0,310.0,5.3,16998,73000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,17998,74000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,19998,52000.0
Dodge,Charger,2023,6.0,797.0,3.3,21998,59000.0
Ford,Mustang,2018,2.0,310.0,5.3,28998,71000.0
Acura,TLX,2020,4.0,573.0,2.75,24998,55000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,71998,16000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,47998,14000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,37998,29000.0
Jaguar,XE,2017,3.0,417.0,4.57,18998,70000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,64998,24000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,38998,27000.0
BMW,M2,2018,3.0,405.0,4.06,40998,46000.0
Lexus,RC,2017,5.0,471.0,4.4,47998,23000.0
Dodge,Charger,2021,6.0,797.0,3.3,43998,17000.0
Ford,Mustang,2024,2.0,310.0,5.3,50998,4000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,9000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,47998,22000.0
Mazda,MX-5,2013,2.0,181.0,6.5,19998,31000.0
Mazda,MX-5,2022,2.0,181.0,6.5,30998,5000.0
Ford,Mustang,2013,2.0,310.0,5.3,15998,91000.0
Mazda,MX-5,2017,2.0,181.0,6.5,21998,34000.0
Mazda,MX-5,2019,2.0,181.0,6.5,24998,51000.0
Audi,A5,2016,3.0,485.0,3.64,18998,67000.0
Ford,Mustang,2024,2.0,310.0,5.3,48998,6000.0
Ford,Mustang,2021,2.0,310.0,5.3,36998,31000.0
Acura,TLX,2015,4.0,573.0,2.75,20998,47000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,43998,28000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,60000.0
Ford,Mustang,2021,2.0,310.0,5.3,23998,52000.0
Dodge,Charger,2018,6.0,797.0,3.3,22998,58000.0
Acura,TLX,2018,4.0,573.0,2.75,19998,80000.0
Dodge,Challenger,2017,5.0,395.0,5.1,19998,89000.0
Porsche,718,2019,3.0,392.0,4.42,53998,25000.0
Acura,TLX,2018,4.0,573.0,2.75,22998,39000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,42998,12000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,26998,30000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,41998,18000.0
BMW,M4,2020,3.0,479.0,3.99,53998,39000.0
Dodge,Challenger,2016,5.0,395.0,5.1,35998,32000.0
Jaguar,F-Type,2014,3.0,394.0,4.73,27998,43000.0
Dodge,Dart,2015,5.0,541.0,4.43,12998,80000.0
Ford,Mustang,2017,2.0,310.0,5.3,19998,70000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,69998,10000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,7000.0
Porsche,Panamera,2018,3.0,325.0,5.29,45998,49000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,67000.0
Toyota,Supra,2021,3.0,382.0,3.9,42998,4000.0
Porsche,718,2017,3.0,392.0,4.42,47998,31000.0
BMW,230,2020,3.0,465.0,3.9,23998,45000.0
Mazda,MX-5,2019,2.0,181.0,6.5,27998,20000.0
Ford,Mustang,2019,2.0,310.0,5.3,36998,29000.0
Ford,Mustang,2020,2.0,310.0,5.3,39998,7000.0
Mercedes-Benz,C43,2023,5.0,560.0,3.66,53998,6000.0
Mazda,MX-5,2022,2.0,181.0,6.5,27998,20000.0
Audi,A5,2018,3.0,485.0,3.64,23998,50000.0
Ford,Mustang,2024,2.0,310.0,5.3,45998,5000.0
Jaguar,F-Type,2015,3.0,394.0,4.73,41998,20000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,20998,79000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,19998,22000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,23000.0
Ford,Mustang,2020,2.0,310.0,5.3,22998,57000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,51998,36000.0
Porsche,718,2023,3.0,392.0,4.42,63998,6000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,54000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,27998,39000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,25000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,24998,44000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,25998,23000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,64998,24000.0
Mazda,MX-5,2019,2.0,181.0,6.5,22998,59000.0
Mazda,MX-5,2019,2.0,181.0,6.5,22998,52000.0
Nissan,370Z,2020,4.0,334.0,5.06,28998,50000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,55000.0
Dodge,Charger,2023,6.0,797.0,3.3,21998,40000.0
BMW,M2,2020,3.0,405.0,4.06,51998,17000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,64998,40000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,20000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,69998,23000.0
Ford,Mustang,2015,2.0,310.0,5.3,16998,98000.0
Jaguar,F-Type,2022,3.0,394.0,4.73,64998,27000.0
Acura,TLX,2018,4.0,573.0,2.75,19998,88000.0
Mazda,MX-5,2021,2.0,181.0,6.5,29998,13000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,75998,1000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,70998,14000.0
Ford,Mustang,2017,2.0,310.0,5.3,31998,39000.0
Ford,Mustang,2022,2.0,310.0,5.3,23998,59000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,23998,42000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,58998,28000.0
Dodge,Challenger,2020,5.0,395.0,5.1,21998,49000.0
Toyota,Supra,2022,3.0,382.0,3.9,52998,18000.0
Jaguar,F-Type,2018,3.0,394.0,4.73,32998,38000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,48998,22000.0
Mazda,MX-5,2023,2.0,181.0,6.5,32998,5000.0
Porsche,Boxster,2014,2.0,300.0,4.83,41998,53000.0
Mazda,MX-5,2024,2.0,181.0,6.5,30998,1000.0
Dodge,Challenger,2022,5.0,395.0,5.1,23998,49000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,59000.0
Jaguar,XF,2018,3.0,417.0,4.57,26998,16000.0
Ford,Mustang,2023,2.0,310.0,5.3,25998,12000.0
Ford,Mustang,2017,2.0,310.0,5.3,52998,30000.0
Ford,Mustang,2018,2.0,310.0,5.3,56998,10000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,37000.0
Chevrolet,Corvette,2018,6.0,490.0,2.8,64998,48000.0
Mazda,MX-5,2021,2.0,181.0,6.5,26998,23000.0
Jaguar,F-Type,2021,3.0,394.0,4.73,42998,19000.0
Toyota,Supra,2022,3.0,382.0,3.9,55998,17000.0
Ford,Mustang,2021,2.0,310.0,5.3,31998,21000.0
BMW,M3,2018,3.0,465.0,3.9,50998,50000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,7000.0
Ford,Mustang,2024,2.0,310.0,5.3,33998,13000.0
Ford,Mustang,2020,2.0,310.0,5.3,20998,51000.0
Ford,Mustang,2021,2.0,310.0,5.3,19998,52000.0
Dodge,Challenger,2022,5.0,395.0,5.1,22998,45000.0
